Fiyat,İlan Tarihi,Marka,Seri,Model,Yıl,Kilometre,Vites Tipi,Yakıt Tipi,Kasa Tipi,Renk,Motor_Hacmi,Motor_Gucu,Çekiş,Ort_Yakit_Tuketimi,Yakit_Deposu,Hizlanma_0_100_Sn,Agirlik,Silindir_Sayisi
570000.0,18 Kasım 2023,BMW,7 Serisi,728i,1997,465000.0,Otomatik,LPG & Benzin,Sedan,Gri (Gümüş),2793,193,Arkadan İtiş,11.1,85,215,1720,4.0
185000178000.0,18 Kasım 2023,Skoda,Felicia,1.3 LX,1995,299000.0,Düz,LPG & Benzin,Hatchback/5,Mavi,1289,55,Önden Çekiş,7.0,42,210,1820,4.0
385000.0,18 Kasım 2023,Nissan,Almera,1.5 Comfort,2001,312000.0,Düz,LPG & Benzin,Hatchback/5,Gri (metalik),1497,90,Önden Çekiş,6.6,60,190,1920,4.0
765000.0,18 Kasım 2023,Volkswagen,VW CC,1.4 TSi,2012,148000.0,Yarı Otomatik,Benzin,Bilinmiyor,Diğer,1390,160,Önden Çekiş,6.9,70,192,1693,4.0
784950.0,18 Kasım 2023,Opel,Astra,1.4 T Edition Plus,2020,50000.0,Otomatik,Benzin,Sedan,Beyaz,1364,140,Önden Çekiş,6.7,56,165,1600,4.0
870000.0,18 Kasım 2023,Volkswagen,Polo,1.0 TSi Comfortline,2020,86000.0,Yarı Otomatik,Benzin,Hatchback/5,Kırmızı,999,95,Önden Çekiş,4.6,40,190,1945,4.0
1270500.0,18 Kasım 2023,Volkswagen,VW CC,1.4 TSi,2016,149000.0,Yarı Otomatik,Benzin,Bilinmiyor,Diğer,1395,150,Önden Çekiş,5.6,70,170,1500,4.0
747500.0,18 Kasım 2023,Seat,Leon,1.6 TDI Style,2017,230000.0,Düz,Dizel,Hatchback/5,Kırmızı,1598,115,Önden Çekiş,4.0,50,177,1710,4.0
352500.0,18 Kasım 2023,Ford,Fiesta,1.4 TDCi Comfort,2005,328000.0,Düz,Dizel,Hatchback/5,Gri (metalik),1399,68,Önden Çekiş,4.3,45,182,1750,4.0
635500.0,18 Kasım 2023,Peugeot,208,1.2 PureTech Access,2015,138000.0,Düz,LPG & Benzin,Hatchback/5,Beyaz,1199,83,Önden Çekiş,4.5,50,186,1500,4.0
1205500.0,18 Kasım 2023,Volkswagen,Passat,1.4 TSi BlueMotion Highline,2014,130000.0,Yarı Otomatik,Benzin,Sedan,Siyah,1395,150,Önden Çekiş,5.1,66,170,1634,4.0
917500.0,18 Kasım 2023,Renault,Megane,1.3 TCe Joy,2020,49000.0,Düz,Benzin,Sedan,Lacivert,1332,140,Önden Çekiş,5.5,50,183,1740,4.0
845500.0,18 Kasım 2023,Volkswagen,Golf,1.6 TDi BlueMotion Comfortline,2015,228000.0,Düz,Dizel,Hatchback/5,Kahverengi,1598,110,Önden Çekiş,3.8,50,172,1560,4.0
789500.0,18 Kasım 2023,Ford,Focus,1.6 Ti-VCT Style,2015,250000.0,Düz,Benzin,Sedan,Siyah,1596,125,Önden Çekiş,6.0,55,157,1430,3.0
275000.0,18 Kasım 2023,Renault,Megane,1.6 RXE,1999,410000.0,Düz,LPG & Benzin,Sedan,Gri,1598,107,Önden Çekiş,7.0,60,230,1940,4.0
426500.0,18 Kasım 2023,Honda,Civic,1.6 i-VTEC LS,2003,280000.0,Düz,LPG & Benzin,Sedan,Kahverengi,1590,110,Önden Çekiş,6.5,50,191,1730,4.0
765000.0,18 Kasım 2023,Hyundai,i20,1.2 MPI Elite Blue,2016,80000.0,Düz,Benzin,Hatchback/5,Beyaz,1248,84,Önden Çekiş,5.0,50,191,1730,4.0
749000.0,18 Kasım 2023,Renault,Clio,1.5 BlueDCI Touch,2020,130000.0,Düz,Dizel,Hatchback/5,Beyaz,1461,115,Önden Çekiş,3.6,39,170,1450,4.0
595000.0,18 Kasım 2023,Renault,Fluence,1.5 dCi Touch Plus,2014,225000.0,Yarı Otomatik,Dizel,Sedan,Beyaz,1461,110,Önden Çekiş,4.4,60,165,1585,4.0
445000.0,18 Kasım 2023,Ford,Fiesta,1.6 Comfort,2006,139000.0,Otomatik,Benzin,Hatchback/5,Kırmızı,1596,100,Önden Çekiş,7.4,45,170,1450,4.0
356500.0,18 Kasım 2023,Opel,Astra,1.6 CD,2000,428000.0,Otomatik,LPG & Benzin,Sedan,Gri (Gümüş),1598,100,Önden Çekiş,8.2,52,185,1570,4.0
730000.0,18 Kasım 2023,Opel,Insignia,1.6 CDTI Design,2016,206000.0,Otomatik,Dizel,Sedan,Füme,1598,136,Önden Çekiş,5.0,70,186,1500,4.0
765000.0,18 Kasım 2023,Fiat,Egea,1.4 Fire Urban Plus,2020,12000.0,Düz,Benzin,Sedan,Beyaz,1368,95,Önden Çekiş,5.7,45,180,1555,4.0
639000.0,18 Kasım 2023,Honda,Civic,1.6 i-VTEC Elegance,2010,201000.0,Otomatik,LPG & Benzin,Sedan,Kahverengi,1595,125,Önden Çekiş,7.1,50,168,1651,4.0
620000.0,18 Kasım 2023,Volkswagen,Polo,1.4 Trendline,2009,69000.0,Düz,Benzin,Hatchback/5,Beyaz,1390,80,Önden Çekiş,6.3,45,206,2064,4.0
1065000.0,18 Kasım 2023,Audi,A3,A3 Sportback 1.6 TDI Dynamic,2016,97000.0,Yarı Otomatik,Dizel,Hatchback/5,Beyaz,1598,110,Önden Çekiş,3.8,50,185,1760,4.0
315000.0,18 Kasım 2023,Opel,Corsa,1.3 CDTI Essentia,2006,270000.0,Düz,Dizel,Hatchback/3,Beyaz,1248,75,Önden Çekiş,4.6,45,194,1935,4.0
350000.0,18 Kasım 2023,Peugeot,307,1.4 HDi Profil,2005,340000.0,Düz,Dizel,Hatchback/5,Beyaz,1398,69,Önden Çekiş,4.5,60,190,1705,4.0
935000.0,18 Kasım 2023,Honda,Civic,1.6 i-VTEC Eco Premium,2013,112000.0,Otomatik,LPG & Benzin,Sedan,Beyaz,1595,125,Önden Çekiş,6.7,50,170,1450,4.0
649999.0,18 Kasım 2023,Renault,Fluence,1.5 dCi Touch Plus,2016,165000.0,Düz,Dizel,Sedan,Siyah,1461,90,Önden Çekiş,4.5,60,207,1990,6.0
460000.0,18 Kasım 2023,Chevrolet,Aveo,1.4 SE,2010,47000.0,Otomatik,Benzin,Sedan,Kırmızı,1399,100,Önden Çekiş,6.8,45,173,1590,3.0
460000.0,18 Kasım 2023,Toyota,Avensis,1.6 Comfort,2005,267000.0,Düz,LPG & Benzin,Sedan,Gri (Gümüş),1598,110,Önden Çekiş,7.2,60,219,2075,4.0
850000.0,18 Kasım 2023,Skoda,Rapid,1.2 TSI Spaceback Style,2015,46500.0,Yarı Otomatik,LPG & Benzin,Hatchback/5,Kırmızı,1197,90,Önden Çekiş,4.7,55,167,1609,4.0
369000.0,18 Kasım 2023,Ford,Fusion,1.6 Comfort,2006,290000.0,Otomatik,LPG & Benzin,Hatchback/5,Gri (Gümüş),1596,100,Önden Çekiş,7.6,45,200,2155,4.0
615000.0,18 Kasım 2023,Fiat,Linea,1.3 Multijet Pop,2017,88000.0,Düz,Dizel,Sedan,Beyaz,1248,95,Önden Çekiş,4.9,45,205,2025,4.0
1305000.0,18 Kasım 2023,Volkswagen,Passat,1.5 TSi Business,2020,38000.0,Yarı Otomatik,Benzin,Sedan,Füme,1498,150,Önden Çekiş,5.3,66,190,1900,4.0
754000.0,18 Kasım 2023,Opel,Astra,1.4 T Edition Plus,2017,95447.0,Otomatik,Benzin,Sedan,Beyaz,1364,140,Önden Çekiş,6.7,56,172,1690,4.0
778000.0,18 Kasım 2023,Peugeot,308,1.6 BlueHdi Active,2018,117207.0,Otomatik,Dizel,Hatchback/5,Beyaz,1560,122,Önden Çekiş,3.5,53,195,1766,4.0
627000.0,18 Kasım 2023,Peugeot,301,1.5 BlueHDI Active,2020,74387.0,Düz,Dizel,Sedan,Beyaz,1499,102,Önden Çekiş,3.9,50,168,1565,4.0
722000.0,18 Kasım 2023,Fiat,Egea,1.6 Multijet Urban Plus,2019,126483.0,Yarı Otomatik,Dizel,Sedan,Beyaz,1598,120,Önden Çekiş,3.9,45,197,1762,4.0
905000.0,18 Kasım 2023,Skoda,Scala,1.6 TDI Premium,2020,61381.0,Yarı Otomatik,Dizel,Hatchback/5,Gri,1598,115,Önden Çekiş,4.1,50,202,1945,4.0
475000.0,18 Kasım 2023,Ford,Fiesta,1.4 TDCi Trend,2009,225000.0,Düz,Dizel,Hatchback/5,Siyah,1399,70,Önden Çekiş,4.3,45,184,1765,4.0
825000.0,18 Kasım 2023,Hyundai,i20,1.4 MPI Elite,2020,34116.0,Otomatik,Benzin,Hatchback/5,Kırmızı,1368,100,Önden Çekiş,6.1,40,217,1920,4.0
427000.0,18 Kasım 2023,Peugeot,407,2.0 HDi Comfort,2006,245000.0,Otomatik,Dizel,Sedan,Gri (Gümüş),1997,138,Önden Çekiş,5.4,66,174,1620,4.0
719000.0,18 Kasım 2023,Opel,Astra,1.6 CDTI Edition,2018,102000.0,Düz,Dizel,Sedan,Siyah,1598,136,Önden Çekiş,4.2,56,180,1548,4.0
542000.0,18 Kasım 2023,Renault,Symbol,1.2 Touch,2014,165000.0,Düz,LPG & Benzin,Sedan,Gri,1149,75,Önden Çekiş,6.0,50,190,1945,4.0
1285000.0,18 Kasım 2023,Renault,Megane,1.5 dCi Icon,2018,28500.0,Yarı Otomatik,Dizel,Sedan,Gri (titanyum),1461,110,Önden Çekiş,3.8,49,190,1670,4.0
425000.0,18 Kasım 2023,Opel,Vectra,1.6 Comfort,2003,194000.0,Düz,LPG & Benzin,Sedan,Gri,1598,100,Önden Çekiş,7.5,61,173,1771,4.0
699000.0,18 Kasım 2023,Fiat,Egea,1.4 Fire Easy,2020,12100.0,Düz,Benzin,Sedan,Beyaz,1368,95,Önden Çekiş,5.7,45,185,1785,4.0
545000.0,18 Kasım 2023,Seat,Ibiza,1.4 Style,2015,143000.0,Düz,Benzin,Hatchback/5,Kırmızı,1390,85,Önden Çekiş,5.9,45,201,1870,4.0
340000.0,18 Kasım 2023,Renault,Clio,1.5 dCi Authentique,2004,325000.0,Düz,Dizel,Sedan,Diğer,1461,65,Önden Çekiş,4.7,50,187,1841,4.0
790000.0,18 Kasım 2023,Renault,Clio,1.5 dCi Icon,2018,74000.0,Yarı Otomatik,Dizel,Hatchback/5,Gri,1461,90,Önden Çekiş,3.7,45,186,1675,4.0
810000.0,18 Kasım 2023,Volkswagen,Golf,1.2 TSi Comfortline,2013,100300.0,Yarı Otomatik,Benzin,Hatchback/5,Beyaz,1197,105,Önden Çekiş,4.8,50,206,1870,4.0
510000.0,18 Kasım 2023,Hyundai,Getz,1.4 DOHC HY KLM,2007,153500.0,Otomatik,LPG & Benzin,Hatchback/5,Gri,1399,97,Önden Çekiş,6.7,45,165,1703,4.0
580000.0,18 Kasım 2023,Dacia,Sandero,1.0 Ambiance,2017,40400.0,Düz,Benzin,Hatchback/5,Siyah,999,75,Önden Çekiş,5.4,50,202,1925,4.0
410000.0,18 Kasım 2023,Renault,Clio,1.4 Authentique,2005,113120.0,Düz,Benzin,Sedan,Gri (Gümüş),1390,75,Önden Çekiş,7.1,50,216,1770,4.0
830000.0,18 Kasım 2023,Ford,Focus,1.5 TDCi Trend X,2016,121000.0,Yarı Otomatik,Dizel,Sedan,Beyaz,1499,120,Önden Çekiş,4.2,55,216,1770,4.0
850000.0,18 Kasım 2023,Volkswagen,New Beetle,1.6 Highline,2005,220000.0,Düz,LPG & Benzin,Bilinmiyor,Siyah,1595,102,Önden Çekiş,7.7,55,164,1590,4.0
890000.0,18 Kasım 2023,Mercedes - Benz,A,A 180 CDI BlueEFFICIENCY AMG,2013,215000.0,Düz,Dizel,Hatchback/5,Beyaz,1461,109,Önden Çekiş,4.0,50,200,2155,4.0
270000.0,18 Kasım 2023,Ford,Fiesta,1.4 TDCi Sport,2008,423000.0,Düz,Dizel,Hatchback/3,Beyaz,1399,68,Önden Çekiş,4.3,45,186,1675,4.0
500000.0,18 Kasım 2023,Ford,Fusion,1.4 TDCi Comfort,2005,200000.0,Düz,Dizel,Hatchback/5,Gri (Gümüş),1399,68,Önden Çekiş,4.4,45,210,2000,3.0
2095000.0,18 Kasım 2023,BMW,3 Serisi,320i First Edition M Sport,2020,90641.0,Otomatik,Benzin,Sedan,Gri (metalik),1597,170,Arkadan İtiş,6.0,59,214,2190,6.0
725000.0,18 Kasım 2023,Renault,Megane,1.5 dCi Touch,2016,157000.0,Yarı Otomatik,Dizel,Sedan,Beyaz,1461,110,Önden Çekiş,3.8,49,173,1555,4.0
420000.0,18 Kasım 2023,Opel,Astra,1.6 Enjoy,2003,290000.0,Düz,LPG & Benzin,Hatchback/5,Mavi,1598,100,Önden Çekiş,7.1,52,192,1684,4.0
950000.0,18 Kasım 2023,Volkswagen,Passat,2.0 TDi Comfortline,2014,229000.0,Yarı Otomatik,Dizel,Sedan,Siyah,1968,140,Önden Çekiş,6.4,70,183,1730,4.0
265000.0,18 Kasım 2023,Chevrolet,Spark,0.8 SE,2009,192000.0,Düz,Benzin,Hatchback/5,Gri,796,51,Önden Çekiş,5.2,35,160,1305,4.0
815000.0,18 Kasım 2023,Volkswagen,Golf,1.6 TDi BlueMotion Comfortline,2015,210000.0,Yarı Otomatik,Dizel,Hatchback/5,Mavi,1598,110,Önden Çekiş,3.9,50,190,1650,4.0
480000.0,18 Kasım 2023,Chevrolet,Cruze,1.6 LS,2011,131000.0,Otomatik,LPG & Benzin,Sedan,Siyah,1598,124,Önden Çekiş,7.4,60,176,1645,4.0
720000.0,18 Kasım 2023,Hyundai,i20,1.4 CVVT Jump,2014,47500.0,Otomatik,Benzin,Hatchback/5,Bordo,1396,100,Önden Çekiş,6.0,45,191,1705,4.0
435000.0,18 Kasım 2023,Fiat,Albea,Sole 1.4 Fire Premio,2009,65000.0,Düz,Benzin,Sedan,Kırmızı,1368,77,Önden Çekiş,6.2,48,190,1761,4.0
655000.0,18 Kasım 2023,Opel,Astra,1.4 T Sport,2013,194200.0,Otomatik,Benzin,Sedan,Füme,1364,140,Önden Çekiş,6.7,56,170,1570,3.0
700000.0,18 Kasım 2023,Renault,Fluence,1.5 dCi Icon,2013,235000.0,Düz,Dizel,Sedan,Gri,1461,90,Önden Çekiş,4.4,60,225,2020,4.0
375000.0,18 Kasım 2023,Opel,Corsa,1.4 Comfort,2003,144500.0,Düz,Benzin,Hatchback/5,Kırmızı,1389,90,Önden Çekiş,7.2,44,190,1761,4.0
420000.0,18 Kasım 2023,Nissan,Micra,1.2 Tekna,2005,186000.0,Otomatik,Benzin,Hatchback/5,Kırmızı,1240,80,Önden Çekiş,6.6,46,168,1651,4.0
1715000.0,18 Kasım 2023,Volkswagen,Passat,1.6 TDi BlueMotion Highline,2018,109000.0,Yarı Otomatik,Dizel,Sedan,Gri,1598,120,Önden Çekiş,4.0,66,166,1370,4.0
390000.0,18 Kasım 2023,Renault,Fluence,1.5 dCi Extreme Edition,2011,248000.0,Yarı Otomatik,Dizel,Sedan,Gri (metalik),1461,110,Önden Çekiş,4.4,60,196,1609,4.0
415000.0,18 Kasım 2023,Renault,Megane,1.6 Extreme,2008,181000.0,Düz,LPG & Benzin,Sedan,Gri (Gümüş),1598,110,Önden Çekiş,6.8,60,185,1675,4.0
535000.0,18 Kasım 2023,Fiat,Egea,1.4 Fire Urban,2016,111000.0,Düz,LPG & Benzin,Sedan,Beyaz,1368,95,Önden Çekiş,5.7,45,215,1720,4.0
495000.0,18 Kasım 2023,Renault,Clio,1.5 dCi Joy,2015,155470.0,Düz,Dizel,Hatchback/5,Beyaz,1461,75,Önden Çekiş,3.6,45,225,2230,6.0
310000.0,18 Kasım 2023,Renault,Clio,1.6 RT,2000,151500.0,Düz,Benzin,Hatchback/3,Gri,1598,90,Önden Çekiş,7.2,50,173,1710,4.0
979000.0,18 Kasım 2023,Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,2016,175000.0,Yarı Otomatik,Dizel,Sedan,Gri (metalik),1598,120,Önden Çekiş,4.0,66,193,1645,3.0
1000000.0,18 Kasım 2023,Honda,Civic,1.6 i-VTEC Eco Executive,2020,47000.0,Otomatik,LPG & Benzin,Sedan,Beyaz,1597,125,Önden Çekiş,6.3,46,223,1980,4.0
579000.0,18 Kasım 2023,Opel,Astra,1.3 CDTI Essentia Konfor,2012,185000.0,Yarı Otomatik,Dizel,Hatchback/5,Siyah,1248,90,Önden Çekiş,5.0,52,187,1680,3.0
400000.0,18 Kasım 2023,Peugeot,206+,1.4 HDi Comfort,2011,239000.0,Düz,Dizel,Hatchback/5,Gri,1398,71,Önden Çekiş,4.2,50,218,1910,4.0
279000.0,18 Kasım 2023,Fiat,Albea,1.3 Multijet EL,2004,292000.0,Düz,Dizel,Sedan,Beyaz,1248,70,Önden Çekiş,4.7,48,197,1762,4.0
520000.0,18 Kasım 2023,Fiat,Linea,1.3 Multijet Active Plus,2012,127000.0,Düz,Dizel,Sedan,Beyaz,1248,90,Önden Çekiş,4.9,45,167,1600,4.0
395000.0,18 Kasım 2023,Volvo,S40,1.6,2004,220000.0,Düz,LPG & Benzin,Sedan,Yeşil,1587,109,Önden Çekiş,7.7,60,155,1408,3.0
829000.0,18 Kasım 2023,Opel,Astra,1.4 T Enjoy,2016,112000.0,Otomatik,Benzin,Hatchback/5,Mavi,1399,150,Önden Çekiş,5.5,52,164,1535,4.0
195750.0,18 Kasım 2023,Tofaş,Şahin,1.4,1999,275000.0,Düz,LPG & Benzin,Sedan,Beyaz,1372,71,Arkadan İtiş,6.6,52,165,1350,3.0
700000.0,18 Kasım 2023,Fiat,Egea,1.4 Fire Urban,2021,41000.0,Düz,Benzin,Sedan,Gri (Gümüş),1368,95,Önden Çekiş,6.4,45,178,1546,3.0
850000.0,18 Kasım 2023,Ford,Focus,1.5 TDCi Titanium,2019,75000.0,Yarı Otomatik,Dizel,Sedan,Beyaz,1499,120,Önden Çekiş,4.2,55,220,2030,4.0
720000.0,18 Kasım 2023,Opel,Astra,1.6 Edition Plus,2017,129870.0,Düz,LPG & Benzin,Sedan,Kahverengi,1598,115,Önden Çekiş,6.5,56,205,1905,4.0
410000.0,18 Kasım 2023,Peugeot,206,1.4 Executive,2010,165000.0,Düz,LPG & Benzin,Sedan,Gri,1360,76,Önden Çekiş,6.5,50,195,1800,4.0
1130000.0,18 Kasım 2023,Toyota,Corolla,1.6 Vision,2020,38100.0,Yarı Otomatik,Benzin,Sedan,Beyaz,1598,132,Önden Çekiş,5.5,50,192,1900,4.0
575000.0,18 Kasım 2023,Fiat,Linea,1.3 Multijet Pop,2016,157700.0,Düz,Dizel,Sedan,Beyaz,1248,95,Önden Çekiş,4.9,45,195,1630,4.0
760000.0,18 Kasım 2023,Opel,Astra,1.3 CDTI Enjoy 111.Yıl,2011,168000.0,Düz,Dizel,Sedan,Beyaz,1248,90,Önden Çekiş,5.1,52,195,1550,4.0
365000.0,18 Kasım 2023,Opel,Corsa,1.4 Comfort,2001,256000.0,Düz,Benzin,Hatchback/3,Siyah,1389,90,Önden Çekiş,7.2,44,170,1663,4.0
490000.0,18 Kasım 2023,Hyundai,i20,1.4 CRDi Jump,2013,254000.0,Düz,Dizel,Hatchback/5,Beyaz,1396,90,Önden Çekiş,4.3,45,185,1814,4.0
387000.0,18 Kasım 2023,Renault,Symbol,1.5 dCi Joy,2013,348000.0,Düz,Dizel,Sedan,Beyaz,1461,75,Önden Çekiş,3.9,50,179,1570,4.0
330000.0,18 Kasım 2023,Fiat,Palio,1.3 Multijet Active Sole,2009,220000.0,Düz,Dizel,Hatchback/5,Beyaz,1248,70,Önden Çekiş,4.6,51,215,1940,6.0
520000.0,18 Kasım 2023,Toyota,Avensis,1.6 Comfort,2005,282000.0,Düz,LPG & Benzin,Sedan,Gri (Gümüş),1598,110,Önden Çekiş,7.2,60,183,1645,4.0
509000.0,18 Kasım 2023,Renault,Fluence,1.5 dCi Dynamique,2012,191000.0,Yarı Otomatik,Dizel,Sedan,Beyaz,1461,110,Önden Çekiş,4.4,60,200,2155,4.0
1045000.0,18 Kasım 2023,Audi,A3,A3 Sedan 1.6 TDI Attraction,2016,185000.0,Yarı Otomatik,Dizel,Sedan,Beyaz,1598,110,Önden Çekiş,3.9,50,185,1675,4.0
1450000.0,18 Kasım 2023,BMW,3 Serisi,316i Comfort,2014,57000.0,Otomatik,Benzin,Sedan,Beyaz,1598,136,Arkadan İtiş,5.8,60,192,1693,4.0
680000.0,18 Kasım 2023,Renault,Fluence,1.5 dCi Touch,2015,189000.0,Düz,Dizel,Sedan,Beyaz,1461,90,Önden Çekiş,4.5,60,175,1578,4.0
680000.0,18 Kasım 2023,Opel,Astra,1.6 CDTI Design,2016,202000.0,Otomatik,Dizel,Sedan,Gri,1598,136,Önden Çekiş,5.1,56,200,1845,4.0
1062000.0,18 Kasım 2023,BMW,2 Serisi,218i Active Tourer Active Tourer,2015,119000.0,Otomatik,Benzin,MPV,Siyah,1499,136,Önden Çekiş,5.2,51,163,1545,4.0
650000.0,18 Kasım 2023,Toyota,Corolla,1.4 D-4D Elegant,2009,262000.0,Yarı Otomatik,Dizel,Sedan,Siyah,1364,90,Önden Çekiş,4.9,55,163,1545,4.0
570000.0,18 Kasım 2023,Opel,Astra,1.3 CDTI Enjoy 111.Yıl,2010,184500.0,Düz,Dizel,Sedan,Gri (metalik),1248,90,Önden Çekiş,5.1,52,160,1696,4.0
850000.0,18 Kasım 2023,Volvo,S60,1.6 T4 Premium,2012,148000.0,Yarı Otomatik,Benzin,Sedan,Siyah,1595,180,Önden Çekiş,7.6,67,192,1693,4.0
349000.0,18 Kasım 2023,Renault,Symbol,1.5 dCi Authentique,2010,368000.0,Düz,Dizel,Sedan,Gri,1461,85,Önden Çekiş,4.5,50,185,1600,4.0
477500.0,18 Kasım 2023,Honda,City,1.4 Comfort,2007,125000.0,Otomatik,Benzin,Sedan,Gri (Gümüş),1339,83,Önden Çekiş,5.6,42,175,1550,4.0
1450000.0,18 Kasım 2023,Audi,A6,A6 Sedan 2.0 TDI,2012,252500.0,Otomatik,Dizel,Sedan,Siyah,1968,177,Önden Çekiş,5.0,65,190,1820,4.0
505000.0,18 Kasım 2023,Renault,Symbol,1.5 dCi Joy,2017,184000.0,Düz,Dizel,Sedan,Beyaz,1461,90,Önden Çekiş,3.9,50,184,1654,4.0
630000.0,18 Kasım 2023,Toyota,Corolla,1.4 D-4D Elegant,2012,140000.0,Yarı Otomatik,Dizel,Sedan,Siyah,1364,90,Önden Çekiş,4.8,55,184,1654,4.0
650000.0,18 Kasım 2023,Fiat,Egea,1.3 Multijet Easy,2020,117900.0,Düz,Dizel,Sedan,Beyaz,1248,95,Önden Çekiş,4.1,45,176,1605,4.0
815000.0,18 Kasım 2023,Toyota,Corolla,1.4 D-4D Advance,2013,82500.0,Düz,Dizel,Sedan,Beyaz,1364,90,Önden Çekiş,4.1,55,170,1660,4.0
648000.0,18 Kasım 2023,Volkswagen,Golf,1.4 TSi Comfortline,2012,110500.0,Düz,Benzin,Hatchback/5,Siyah,1390,122,Önden Çekiş,6.2,55,213,1990,4.0
950000.0,18 Kasım 2023,Audi,A4,A4 Sedan 1.8 TFSI,2009,240000.0,Otomatik,Benzin,Sedan,Beyaz,1798,120,Önden Çekiş,7.5,65,196,1820,4.0
2320000.0,18 Kasım 2023,Mercedes - Benz,C,C 180 AMG 9G-Tronic,2017,74000.0,Otomatik,Benzin,Bilinmiyor,Diğer,1595,156,Arkadan İtiş,5.9,41,190,1590,4.0
298000.0,18 Kasım 2023,Peugeot,206,1.4 Executive,2010,265000.0,Düz,Benzin,Sedan,Siyah,1360,76,Önden Çekiş,6.5,50,200,1820,4.0
725000.0,18 Kasım 2023,Fiat,Egea,1.4 Fire Urban,2021,18300.0,Düz,LPG & Benzin,Sedan,Beyaz,1368,95,Önden Çekiş,6.4,45,200,1864,4.0
410000.0,18 Kasım 2023,Renault,Laguna,1.6 Expression,2005,293500.0,Düz,LPG & Benzin,Hatchback/5,Siyah,1598,110,Önden Çekiş,7.4,68,164,1535,4.0
865000.0,18 Kasım 2023,Honda,Civic,1.6 i-VTEC ECO Elegance,2014,129000.0,Otomatik,LPG & Benzin,Sedan,Beyaz,1595,125,Önden Çekiş,6.7,50,192,1793,4.0
399500.0,18 Kasım 2023,Toyota,Auris,1.4 D-4D Comfort,2008,270000.0,Düz,Dizel,Hatchback/5,Siyah,1364,90,Önden Çekiş,5.0,55,205,2025,4.0
505000.0,18 Kasım 2023,Peugeot,301,1.6 HDi Active,2016,117000.0,Düz,Dizel,Sedan,Beyaz,1560,93,Önden Çekiş,4.3,50,156,1524,4.0
600000.0,18 Kasım 2023,Honda,Civic,1.6 i-VTEC Elegance,2007,247000.0,Otomatik,LPG & Benzin,Sedan,Gri (metalik),1595,125,Önden Çekiş,7.1,50,190,1945,4.0
750000.0,18 Kasım 2023,Nissan,Micra,1.2 Street,2015,65000.0,Otomatik,Benzin,Hatchback/5,Yeşil,1198,80,Önden Çekiş,5.4,41,192,1900,4.0
915000.0,18 Kasım 2023,Toyota,Corolla,1.6 Advance,2015,93025.0,Otomatik,Benzin,Sedan,Beyaz,1598,132,Önden Çekiş,6.1,55,192,1900,4.0
840000.0,18 Kasım 2023,BMW,3 Serisi,316i Comfort,2011,212000.0,Otomatik,Benzin,Sedan,Siyah,1596,116,Arkadan İtiş,7.9,63,185,1675,4.0
575000.0,18 Kasım 2023,Fiat,Egea,1.6 Multijet Comfort,2017,267000.0,Yarı Otomatik,Dizel,Sedan,Beyaz,1598,120,Önden Çekiş,3.9,45,175,1555,4.0
300000.0,18 Kasım 2023,Peugeot,206+,1.4 HDi Comfort,2012,229000.0,Düz,Dizel,Hatchback/5,Füme,1398,71,Önden Çekiş,4.2,50,153,1500,4.0
1280000.0,18 Kasım 2023,Honda,Civic,1.5 i-VTEC Elegance,2021,13600.0,Otomatik,Benzin,Sedan,Beyaz,1498,182,Önden Çekiş,6.7,47,177,1526,4.0
440000.0,18 Kasım 2023,Peugeot,206+,1.4 HDi Urban Move,2013,126750.0,Düz,Dizel,Hatchback/5,Gri,1398,71,Önden Çekiş,4.2,50,162,1500,4.0
795000.0,18 Kasım 2023,Volkswagen,Polo,1.0 TSi Comfortline,2018,129400.0,Yarı Otomatik,Benzin,Hatchback/5,Beyaz,999,95,Önden Çekiş,4.6,40,192,1707,4.0
430000.0,18 Kasım 2023,Peugeot,307,1.4 Comfort,2006,161000.0,Düz,LPG & Benzin,Hatchback/5,Siyah,1360,89,Önden Çekiş,6.5,60,182,1725,4.0
355000.0,18 Kasım 2023,Renault,Megane,1.5 dCi Dynamique,2005,342000.0,Düz,Dizel,Sedan,Bej,1461,80,Önden Çekiş,4.6,60,195,1595,4.0
580000.0,18 Kasım 2023,Ford,Focus,1.6 TDCi Collection,2011,163095.0,Düz,Dizel,Sedan,Gri (metalik),1560,110,Önden Çekiş,4.8,55,167,1540,4.0
760000.0,18 Kasım 2023,Ford,Focus,1.5 TDCi Trend X,2015,163000.0,Yarı Otomatik,Dizel,Sedan,Beyaz,1499,120,Önden Çekiş,4.2,55,151,1490,3.0
480000.0,18 Kasım 2023,Toyota,Avensis,2.0 D-4D Elegant,2006,315000.0,Düz,Dizel,Sedan,Siyah,1998,126,Önden Çekiş,5.5,60,151,1490,3.0
395000.0,18 Kasım 2023,Daihatsu,Sirion,1.3 Touring,2003,209000.0,Otomatik,Benzin,Hatchback/5,Lacivert,1298,102,Önden Çekiş,6.3,40,151,1490,3.0
690000689000.0,18 Kasım 2023,Toyota,Corolla,1.33 Life,2015,99222.0,Düz,LPG & Benzin,Sedan,Beyaz,1329,99,Önden Çekiş,5.8,55,170,1460,4.0
