Fiyat,Marka,Yıl,Kilometre,Vites Tipi,Yakıt Tipi,Kasa Tipi,Renk,Motor_Hacmi,Motor_Gucu,Çekiş,Ort_Yakit_Tuketimi,Yakit_Deposu,Agirlik,Silindir_Sayisi,Maksimum Hız
355000.0,Hyundai,2005,210000.0,Düz,Dizel,Sedan,Gri,1493,82,Önden Çekiş,5.5,45,1870,4.0,195
935000.0,Volkswagen,2017,204000.0,Yarı Otomatik,Dizel,Sedan,Lacivert,1598,120,Önden Çekiş,4.0,66,1575,4.0,156
890000.0,Kia,2017,154000.0,Yarı Otomatik,Dizel,Sedan,Gri (Gümüş),1582,136,Önden Çekiş,4.6,50,2030,4.0,215
500000.0,Renault,2013,228000.0,Düz,LPG & Benzin,Hatchback/5,Kırmızı,1149,75,Önden Çekiş,5.5,45,2030,4.0,215
840000.0,Hyundai,2020,26000.0,Otomatik,Benzin,Hatchback/5,Füme,1368,100,Önden Çekiş,6.1,40,1825,4.0,174
523000.0,Opel,2009,207469.0,Düz,Dizel,Sedan,Siyah,1248,90,Önden Çekiş,5.1,52,1900,4.0,180
515000.0,Opel,2014,106201.0,Yarı Otomatik,Benzin,Hatchback/5,Gri,1229,85,Önden Çekiş,5.1,45,1659,3.0,174
655000.0,Fiat,2023,20000.0,Düz,Benzin,Sedan,Gri,1368,95,Önden Çekiş,6.4,45,1814,4.0,185
528950.0,Ford,2012,94000.0,Düz,Dizel,Hatchback/5,Bordo,1398,70,Önden Çekiş,4.2,45,1741,4.0,167
539950.0,Hyundai,2014,59000.0,Düz,Benzin,Hatchback/5,Kahverengi,1248,85,Önden Çekiş,4.9,45,1763,4.0,175
425950.0,Hyundai,2008,168000.0,Düz,Dizel,Hatchback/5,Gri (Gümüş),1493,88,Önden Çekiş,4.5,45,1780,4.0,180
350000.0,Fiat,2012,197000.0,Düz,Dizel,Sedan,Gri (Gümüş),1248,70,Önden Çekiş,4.7,48,1480,4.0,180
855000.0,Volkswagen,2012,244000.0,Düz,Dizel,Sedan,Gri (metalik),1598,105,Önden Çekiş,4.3,70,1450,4.0,170
600000.0,Hyundai,2015,83000.0,Düz,Dizel,Sedan,Gri,1582,136,Önden Çekiş,4.5,43,1548,4.0,183
545000.0,Citroen,2016,201000.0,Düz,Dizel,Sedan,Beyaz,1560,93,Önden Çekiş,4.3,48,1550,4.0,175
570000.0,Renault,2014,169700.0,Düz,Dizel,Bilinmiyor,Diğer,1461,75,Önden Çekiş,3.6,45,1680,3.0,187
1125000.0,Volkswagen,2017,119000.0,Düz,Dizel,Sedan,Beyaz,1598,120,Önden Çekiş,4.0,66,1870,4.0,201
685000.0,Volkswagen,2013,309000.0,Düz,Dizel,Hatchback/5,Beyaz,1598,90,Önden Çekiş,3.8,50,1870,4.0,201
880000.0,Audi,2012,119000.0,Yarı Otomatik,Dizel,Hatchback/5,Beyaz,1598,105,Önden Çekiş,4.2,55,1650,4.0,190
655000.0,Citroen,2015,57000.0,Düz,Dizel,Sedan,Beyaz,1560,93,Önden Çekiş,4.1,48,2300,4.0,226
525000.0,Renault,2011,231000.0,Düz,Dizel,Bilinmiyor,Beyaz,1461,105,Önden Çekiş,4.5,60,1720,4.0,215
165000.0,Tofaş,1999,85000.0,Düz,LPG & Benzin,Sedan,Füme,1581,83,Arkadan İtiş,6.5,50,1720,4.0,215
525000.0,Volkswagen,2011,310000.0,Düz,Dizel,Hatchback/5,Mavi (metalik),1199,75,Önden Çekiş,3.4,45,1485,4.0,160
1175000.0,Skoda,2020,178000.0,Yarı Otomatik,LPG & Benzin,Hatchback/5,Gri (Gümüş),1498,150,Önden Çekiş,5.4,66,1490,4.0,175
575000.0,Renault,2018,71000.0,Düz,Dizel,Sedan,Beyaz,1461,90,Önden Çekiş,3.9,50,1771,4.0,180
1299000.0,Volkswagen,2018,99000.0,Yarı Otomatik,Dizel,Sedan,Siyah,1598,120,Önden Çekiş,4.0,66,1570,3.0,170
758000.0,Opel,2016,170000.0,Otomatik,Dizel,Sedan,Beyaz,1598,136,Önden Çekiş,5.0,70,1460,4.0,145
700000.0,Opel,2015,181000.0,Düz,Dizel,Sedan,Gri (titanyum),1598,136,Önden Çekiş,4.2,56,1860,4.0,190
525000.0,Volkswagen,2011,265000.0,Düz,Dizel,Sedan,Gri (Gümüş),1598,105,Önden Çekiş,4.5,55,1563,4.0,164
1200000.0,Skoda,2019,137000.0,Yarı Otomatik,Dizel,Hatchback/5,Beyaz,1598,115,Önden Çekiş,3.9,50,1735,4.0,180
855000.0,Fiat,2023,23000.0,Düz,Dizel,Sedan,Gri (Gümüş),1248,95,Önden Çekiş,4.1,50,1970,4.0,225
500000.0,Hyundai,2013,235000.0,Düz,Dizel,Hatchback/5,Gri,1396,90,Önden Çekiş,4.3,45,1755,4.0,185
805000.0,Renault,2018,120000.0,Yarı Otomatik,Dizel,Sedan,Gri (titanyum),1461,110,Önden Çekiş,3.8,49,1825,4.0,190
495000.0,Toyota,2006,256000.0,Düz,LPG & Benzin,Sedan,Füme,1598,110,Önden Çekiş,6.5,55,1670,4.0,190
605000.0,Citroen,2010,182000.0,Düz,Dizel,MPV,Yeşil (metalik),1560,91,Önden Çekiş,4.7,50,1730,4.0,172
675053.0,Renault,2015,275000.0,Düz,Dizel,Sedan,Bej,1461,110,Önden Çekiş,4.6,60,1565,4.0,172
590000.0,Volkswagen,2006,213000.0,Yarı Otomatik,Benzin,Hatchback/5,Mavi (metalik),1598,115,Önden Çekiş,8.0,55,1675,4.0,186
285000.0,Fiat,2001,177000.0,Düz,LPG & Benzin,Hatchback/5,Kırmızı,1368,77,Önden Çekiş,6.1,51,1579,4.0,162
339500.0,Peugeot,2003,275000.0,Düz,Dizel,Hatchback/5,Siyah,1398,69,Önden Çekiş,4.5,60,1475,4.0,168
495000.0,Fiat,2012,190000.0,Düz,Dizel,Hatchback/5,Siyah,1248,75,Önden Çekiş,4.2,45,1475,4.0,168
765000.0,Renault,2017,114000.0,Yarı Otomatik,Dizel,Sedan,Füme,1461,110,Önden Çekiş,3.8,49,1535,4.0,164
940000.0,Honda,2016,86000.0,Otomatik,LPG & Benzin,Sedan,Siyah,1598,125,Önden Çekiş,6.7,50,1630,4.0,177
760000.0,Ford,2013,99160.0,Yarı Otomatik,LPG & Benzin,Sedan,Gri (Gümüş),1596,125,Önden Çekiş,6.0,55,1485,4.0,160
765000.0,Volkswagen,2013,190000.0,Yarı Otomatik,Dizel,Hatchback/5,Beyaz,1598,105,Önden Çekiş,3.9,50,2000,4.0,195
270000.0,Hyundai,2000,291000.0,Düz,LPG & Benzin,Sedan,Beyaz,1341,86,Önden Çekiş,6.1,45,1650,4.0,190
530000.0,Chevrolet,2012,176000.0,Otomatik,Benzin,Sedan,Gri,1598,124,Önden Çekiş,7.4,60,1760,4.0,185
770000.0,Volkswagen,2012,148000.0,Düz,Benzin,Sedan,Beyaz,1197,105,Önden Çekiş,5.7,55,2125,4.0,204
785000.0,Peugeot,2017,230000.0,Otomatik,Dizel,Sedan,Siyah,1560,122,Önden Çekiş,3.9,72,1485,4.0,160
845000.0,Peugeot,2017,183000.0,Otomatik,Dizel,Sedan,Siyah,1560,122,Önden Çekiş,3.9,72,1630,4.0,188
213000.0,Hyundai,1997,320000.0,Düz,LPG & Benzin,Sedan,Mavi (metalik),1341,75,Önden Çekiş,7.4,45,1825,4.0,196
725000.0,Opel,2020,51100.0,Düz,Benzin,Hatchback/5,Siyah,1199,75,Önden Çekiş,4.1,40,1500,4.0,166
353000.0,Renault,2010,315000.0,Düz,Dizel,Sedan,Gri,1461,65,Önden Çekiş,4.5,50,1675,4.0,185
420000.0,Volkswagen,2004,180000.0,Düz,Benzin,Hatchback/5,Mavi (metalik),1390,75,Önden Çekiş,6.4,45,1660,4.0,170
395000.0,Opel,2004,223000.0,Düz,Dizel,Hatchback/5,Yeşil,1248,70,Önden Çekiş,4.5,44,1560,4.0,165
710000.0,Ford,2013,126000.0,Yarı Otomatik,Benzin,Sedan,Beyaz,1596,125,Önden Çekiş,6.0,55,1730,4.0,182
325000.0,Fiat,2004,230000.0,Düz,LPG & Benzin,Sedan,Füme,1596,103,Önden Çekiş,8.1,63,1730,4.0,183
690000.0,Toyota,2015,67000.0,Düz,LPG & Benzin,Sedan,Beyaz,1329,99,Önden Çekiş,5.8,55,1535,4.0,160
375000.0,Dacia,2008,119000.0,Düz,Dizel,Sedan,Gri,1461,70,Önden Çekiş,5.1,50,1535,4.0,160
465000.0,Ford,2010,166000.0,Otomatik,Benzin,Hatchback/5,Gri,1596,100,Önden Çekiş,6.7,55,1675,4.0,197
525000.0,Fiat,2013,164500.0,Düz,Dizel,Sedan,Gri (metalik),1248,95,Önden Çekiş,4.9,45,1255,4.0,169
710000.0,Skoda,2011,330000.0,Düz,Dizel,Sedan,Kahverengi,1598,105,Önden Çekiş,5.0,60,1879,4.0,215
340000.0,Citroen,2006,385000.0,Düz,Dizel,Sedan,Altın,1560,111,Önden Çekiş,5.4,66,1950,6.0,205
660000.0,Fiat,2016,60000.0,Düz,Dizel,Sedan,Beyaz,1248,95,Önden Çekiş,4.1,45,1825,4.0,196
280000.0,Renault,2000,200000.0,Düz,LPG & Benzin,Bilinmiyor,Diğer,1598,107,Önden Çekiş,6.9,60,1945,4.0,190
440000.0,Opel,2008,229000.0,Düz,Dizel,Hatchback/5,Gri,1248,90,Önden Çekiş,4.8,52,1595,4.0,195
745000.0,Opel,2012,111000.0,Düz,LPG & Benzin,Sedan,Gri,1364,140,Önden Çekiş,5.6,70,1505,4.0,198
620000.0,Hyundai,2012,196500.0,Otomatik,Dizel,Sedan,Beyaz,1493,110,Önden Çekiş,5.9,45,1535,4.0,160
375000.0,Opel,2005,330000.0,Düz,Dizel,Hatchback/5,Gri,1248,90,Önden Çekiş,4.8,52,1762,4.0,197
935000.0,Seat,2017,155500.0,Yarı Otomatik,Dizel,Hatchback/5,Füme,1598,115,Önden Çekiş,4.1,50,1775,4.0,172
415000.0,Opel,2000,238000.0,Düz,LPG & Benzin,Hatchback/5,Beyaz,1598,100,Önden Çekiş,7.4,52,1879,4.0,215
340000.0,Hyundai,2000,185.0,Düz,LPG & Benzin,Sedan,Gri (Gümüş),1495,99,Önden Çekiş,8.1,45,1944,4.0,190
939000.0,Opel,2022,6200.0,Otomatik,Benzin,Hatchback/5,Mavi,1199,100,Önden Çekiş,4.3,44,1650,4.0,180
250000.0,Fiat,2001,270000.0,Düz,LPG & Benzin,Hatchback/5,Beyaz,1368,77,Önden Çekiş,6.1,51,1485,4.0,170
710000.0,Fiat,2018,44000.0,Düz,Dizel,Sedan,Füme,1248,95,Önden Çekiş,4.1,45,1580,4.0,177
785000.0,Ford,2016,182000.0,Düz,Dizel,Sedan,Beyaz,1560,95,Önden Çekiş,4.5,53,1550,4.0,177
685000.0,Peugeot,2015,49500.0,Yarı Otomatik,Benzin,Hatchback/5,Beyaz,1199,83,Önden Çekiş,4.5,50,1945,4.0,202
635000.0,Toyota,2012,90000.0,Yarı Otomatik,Dizel,Hatchback/5,Beyaz,1364,90,Önden Çekiş,4.8,55,1620,4.0,215
205000.0,Tofaş,1997,130900.0,Düz,LPG & Benzin,Station wagon,Füme,1581,83,Arkadan İtiş,6.6,52,1800,4.0,192
750000.0,Ford,2013,176000.0,Yarı Otomatik,LPG & Benzin,Sedan,Beyaz,1596,125,Önden Çekiş,6.0,55,1600,4.0,167
725000.0,Opel,2013,67000.0,Düz,Dizel,Hatchback/5,Beyaz,1248,95,Önden Çekiş,4.1,56,1600,4.0,167
585000.0,Honda,2007,261000.0,Düz,LPG & Benzin,Sedan,Siyah,1595,125,Önden Çekiş,6.7,50,1945,4.0,190
410000.0,Hyundai,2004,83500.0,Düz,Benzin,Sedan,Füme,1341,86,Önden Çekiş,6.7,45,1780,4.0,196
1150000.0,Volkswagen,2017,170000.0,Yarı Otomatik,Dizel,Sedan,Beyaz,1598,120,Önden Çekiş,4.0,66,1630,4.0,182
699000.0,Fiat,2020,21000.0,Düz,Benzin,Sedan,Gri (metalik),1368,95,Önden Çekiş,5.7,45,1780,4.0,180
290000.0,Hyundai,2003,400000.0,Düz,Dizel,Sedan,Gri,1493,82,Önden Çekiş,5.5,45,1975,4.0,193
199000.0,Opel,1998,253000.0,Düz,LPG & Benzin,Bilinmiyor,Diğer,1598,106,Önden Çekiş,7.7,46,1500,4.0,166
280000.0,Hyundai,2000,131000.0,Otomatik,Benzin,Sedan,Altın,1341,86,Önden Çekiş,6.1,45,1500,4.0,166
405000.0,Renault,2006,115000.0,Düz,Benzin,Hatchback/5,Gri (Gümüş),1149,75,Önden Çekiş,5.9,55,1500,4.0,166
405000.0,Citroen,2011,273000.0,Düz,Dizel,Hatchback/5,Beyaz,1560,93,Önden Çekiş,4.2,60,2035,4.0,192
510000.0,Ford,2009,147350.0,Düz,Dizel,Hatchback/5,Bordo,1398,70,Önden Çekiş,4.2,45,1890,4.0,185
330000.0,Ford,2005,266250.0,Düz,Dizel,Hatchback/5,Beyaz,1399,68,Önden Çekiş,4.3,45,1720,4.0,215
568500.0,Dacia,2013,105000.0,Düz,Dizel,Hatchback/5,Siyah,1461,90,Önden Çekiş,4.0,50,1740,4.0,185
510000.0,Renault,2013,189000.0,Düz,Dizel,Hatchback/5,Beyaz,1461,90,Önden Çekiş,3.6,45,1625,4.0,170
450000.0,Ford,2006,300000.0,Otomatik,LPG & Benzin,Sedan,Gri,1596,100,Önden Çekiş,7.7,55,1580,4.0,184
525000.0,Opel,2006,226000.0,Düz,LPG & Benzin,Sedan,Beyaz,1598,103,Önden Çekiş,7.1,52,1770,4.0,192
455000.0,Renault,2008,199000.0,Düz,Dizel,Sedan,Gri (Gümüş),1461,86,Önden Çekiş,4.7,60,1800,4.0,190
420500.0,Honda,2005,303000.0,Otomatik,LPG & Benzin,Sedan,Bordo,1590,110,Önden Çekiş,7.0,50,1480,4.0,163
750000.0,Renault,2013,154000.0,Yarı Otomatik,Dizel,Sedan,Siyah,1461,110,Önden Çekiş,4.7,66,1565,4.0,172
1250000.0,Honda,2020,66000.0,Yarı Otomatik,LPG & Benzin,Sedan,Füme,1597,125,Önden Çekiş,6.3,46,1825,4.0,196
325000.0,Citroen,2005,362500.0,Düz,Dizel,Hatchback/5,Siyah,1560,111,Önden Çekiş,4.8,60,1749,4.0,175
380000.0,Renault,2002,203000.0,Düz,Benzin,Hatchback/5,Gri,1598,90,Önden Çekiş,7.2,60,1982,4.0,182
555000.0,Renault,2013,43300.0,Düz,Benzin,Hatchback/5,Beyaz,1149,75,Önden Çekiş,5.5,45,1546,3.0,178
430000.0,Skoda,2013,143000.0,Düz,LPG & Benzin,Hatchback/5,Gri (metalik),1198,70,Önden Çekiş,5.5,45,1600,4.0,155
585000.0,Citroen,2018,133600.0,Düz,Dizel,Sedan,Beyaz,1560,100,Önden Çekiş,3.8,50,1555,4.0,169
550000.0,Ford,2013,233000.0,Düz,Dizel,Hatchback/5,Beyaz,1498,75,Önden Çekiş,3.7,42,1693,4.0,197
350000.0,Ford,2010,228000.0,Düz,LPG & Benzin,Hatchback/5,Gri (titanyum),1388,96,Önden Çekiş,5.7,42,1550,4.0,170
276000.0,Fiat,2001,345000.0,Düz,Benzin,Hatchback/5,Gri,1581,103,Önden Çekiş,7.8,50,1450,4.0,170
272000.0,Renault,2001,210000.0,Düz,LPG & Benzin,Hatchback/5,Gri,1598,107,Önden Çekiş,7.5,66,1450,4.0,170
425000.0,Fiat,2012,237000.0,Düz,Dizel,Sedan,Beyaz,1248,95,Önden Çekiş,4.9,45,1770,4.0,200
975000.0,Volkswagen,2016,68500.0,Düz,Benzin,Sedan,Beyaz,1395,125,Önden Çekiş,5.3,55,1945,4.0,176
1350000.0,Peugeot,2020,58000.0,Otomatik,Dizel,Sedan,Gri,1499,130,Önden Çekiş,3.8,55,1895,4.0,190
392000.0,Ford,2006,259000.0,Düz,Dizel,Sedan,Gri,1560,110,Önden Çekiş,4.8,55,1550,4.0,195
368000.0,Renault,2005,131000.0,Düz,LPG & Benzin,Sedan,Gri (Gümüş),1390,75,Önden Çekiş,7.1,50,1693,4.0,192
498500.0,Hyundai,2008,109200.0,Düz,LPG & Benzin,Sedan,Siyah,1399,97,Önden Çekiş,6.5,45,1579,4.0,162
450000.0,Volkswagen,2004,233000.0,Düz,LPG & Benzin,Sedan,Siyah,1595,105,Önden Çekiş,6.9,55,1460,4.0,180
425000.0,Fiat,2011,190000.0,Düz,Dizel,Sedan,Beyaz,1248,70,Önden Çekiş,4.7,48,1450,4.0,170
275000.0,Hyundai,2005,310000.0,Düz,Dizel,Sedan,Beyaz,1493,82,Önden Çekiş,5.5,45,1790,4.0,194
580000.0,Opel,2012,175400.0,Düz,LPG & Benzin,Hatchback/5,Siyah,1598,115,Önden Çekiş,6.5,52,1670,4.0,190
615000.0,Fiat,2017,155000.0,Düz,Dizel,Sedan,Beyaz,1248,95,Önden Çekiş,4.1,45,1546,3.0,178
508750.0,Ford,2010,193000.0,Düz,LPG & Benzin,Hatchback/5,Siyah,1596,100,Önden Çekiş,6.7,55,1960,4.0,186
740000.0,Nissan,2011,156000.0,Düz,Dizel,Hatchback/5,Diğer,1461,103,Önden Çekiş,5.1,46,1620,4.0,174
435000.0,Fiat,2012,150000.0,Düz,Dizel,Sedan,Gri,1248,95,Önden Çekiş,4.9,45,1600,4.0,167
610000.0,Seat,2014,112000.0,Düz,Benzin,Station wagon,Beyaz,1390,85,Önden Çekiş,5.9,45,1820,4.0,215
415000.0,Opel,2000,261000.0,Düz,LPG & Benzin,Hatchback/5,Gri (Gümüş),1598,100,Önden Çekiş,7.4,52,1684,4.0,192
430000.0,Hyundai,2008,212000.0,Düz,Dizel,Sedan,Gri (Gümüş),1493,110,Önden Çekiş,4.6,45,1646,3.0,176
621000.0,Renault,2013,69400.0,Düz,Benzin,Hatchback/5,Beyaz,1149,75,Önden Çekiş,5.5,45,1555,4.0,175
800000.0,Skoda,2013,140000.0,Yarı Otomatik,Dizel,Hatchback/5,Beyaz,1598,105,Önden Çekiş,3.9,50,1670,4.0,175
1250000.0,Volkswagen,2012,178000.0,Yarı Otomatik,Benzin,Bilinmiyor,Diğer,1390,160,Önden Çekiş,6.9,70,1684,4.0,192
660000.0,Fiat,2020,4200.0,Düz,Benzin,Hatchback/5,Beyaz,1368,95,Önden Çekiş,5.7,50,2320,4.0,240
320000.0,Fiat,2004,230000.0,Düz,LPG & Benzin,Sedan,Beyaz,1242,80,Önden Çekiş,7.0,47,1425,3.0,170
557500.0,Chevrolet,2010,150000.0,Düz,LPG & Benzin,Sedan,Kırmızı,1598,124,Önden Çekiş,6.5,60,1550,4.0,161
635000.0,Nissan,2013,92000.0,Otomatik,LPG & Benzin,Hatchback/5,Beyaz,1198,80,Önden Çekiş,5.4,41,2050,4.0,205
855000.0,Opel,2017,49000.0,Düz,Dizel,Hatchback/5,Beyaz,1598,110,Önden Çekiş,3.7,52,1693,4.0,192
705000.0,Honda,2011,257000.0,Otomatik,LPG & Benzin,Sedan,Siyah,1595,125,Önden Çekiş,7.1,50,1625,4.0,184
345000.0,Geely,2012,145000.0,Düz,LPG & Benzin,Sedan,Beyaz,1498,105,Önden Çekiş,7.4,50,1815,4.0,175
655000.0,Renault,2017,230000.0,Düz,Dizel,Sedan,Beyaz,1461,90,Önden Çekiş,3.7,49,1530,4.0,165
630000.0,Volkswagen,2007,255000.0,Düz,Benzin,Bilinmiyor,Gri,1598,115,Önden Çekiş,7.6,55,1530,4.0,165
360000.0,Ford,2005,268000.0,Düz,Dizel,Hatchback/5,Gri (Gümüş),1399,68,Önden Çekiş,4.3,45,1530,4.0,165
270000.0,Nissan,2007,183000.0,Düz,LPG & Benzin,Hatchback/5,Siyah,1498,98,Önden Çekiş,6.6,60,1450,4.0,170
1650000.0,BMW,2015,78000.0,Otomatik,Benzin,Sedan,Mavi (metalik),1598,170,Arkadan İtiş,5.3,60,1650,4.0,182
465000.0,Kia,2012,227000.0,Düz,Dizel,Hatchback/5,Kırmızı,1396,90,Önden Çekiş,4.5,43,1450,4.0,170
795000.0,Opel,2017,33700.0,Düz,Benzin,Sedan,Gri (Gümüş),1598,115,Önden Çekiş,6.5,56,1480,4.0,169
600000.0,Honda,2004,322000.0,Düz,LPG & Benzin,Sedan,Lacivert,1590,110,Önden Çekiş,6.5,50,1489,4.0,170
610000.0,Opel,2013,142000.0,Yarı Otomatik,LPG & Benzin,Hatchback/5,Gri,1598,115,Önden Çekiş,6.3,52,1895,4.0,190
345000.0,Volkswagen,2001,313000.0,Düz,LPG & Benzin,Hatchback/5,Mavi,1595,105,Önden Çekiş,6.8,55,1280,4.0,165
660000.0,Renault,2013,205000.0,Düz,Dizel,Sedan,Siyah,1461,110,Önden Çekiş,5.0,66,1730,4.0,182
472000.0,Ford,2007,305000.0,Düz,Dizel,Sedan,Füme,1560,110,Önden Çekiş,4.8,55,1765,4.0,193
903000.0,Mercedes - Benz,2008,206000.0,Otomatik,Benzin,Sedan,Lacivert,1796,184,Arkadan İtiş,8.7,66,1485,4.0,160
700000.0,Fiat,2016,102000.0,Düz,Dizel,Sedan,Beyaz,1248,95,Önden Çekiş,4.1,45,1545,3.0,160
790000.0,Renault,2017,181000.0,Düz,Dizel,Bilinmiyor,Diğer,1461,110,Önden Çekiş,3.7,47,1825,3.0,193
728000.0,Volkswagen,2012,148000.0,Yarı Otomatik,Benzin,Hatchback/5,Beyaz,1390,122,Önden Çekiş,6.0,55,2010,4.0,200
485000.0,Ford,2007,120000.0,Düz,LPG & Benzin,Hatchback/5,Gri (Gümüş),1388,80,Önden Çekiş,6.2,45,1705,4.0,174
720000.0,Ford,2012,174300.0,Otomatik,LPG & Benzin,Sedan,Gri (Gümüş),1596,100,Önden Çekiş,6.7,55,1800,4.0,190
525000.0,Fiat,2018,159000.0,Düz,Benzin,Sedan,Beyaz,1368,95,Önden Çekiş,5.7,45,1730,4.0,192
245000.0,Citroen,1997,215000.0,Düz,Benzin,Hatchback/3,Gri,1587,122,Önden Çekiş,8.1,45,1975,4.0,193
310000.0,Toyota,1999,370000.0,Düz,LPG & Benzin,Sedan,Kırmızı,1332,86,Önden Çekiş,6.9,50,1595,4.0,195
430000.0,Hyundai,2005,210000.0,Düz,LPG & Benzin,Hatchback/5,Gri (Gümüş),1341,82,Önden Çekiş,6.2,45,1555,4.0,182
750000.0,Opel,2015,110000.0,Düz,Benzin,Hatchback/5,Mavi (metalik),1399,150,Önden Çekiş,5.5,52,1610,4.0,188
750000.0,Honda,2008,140000.0,Otomatik,Benzin,Sedan,Gri (Gümüş),1595,125,Önden Çekiş,7.1,50,1570,3.0,170
560000.0,Seat,2011,177450.0,Düz,Benzin,Hatchback/5,Beyaz,1197,105,Önden Çekiş,5.4,55,1651,4.0,168
355000.0,Toyota,2005,360000.0,Düz,LPG & Benzin,Sedan,Gri,1598,110,Önden Çekiş,6.5,55,1535,4.0,164
350000.0,Nissan,2006,324000.0,Düz,LPG & Benzin,Sedan,Siyah,1596,109,Önden Çekiş,7.2,62,1915,4.0,203
1050000.0,Audi,2015,160000.0,Yarı Otomatik,Dizel,Sedan,Siyah,1598,110,Önden Çekiş,3.9,50,1693,4.0,190
650000.0,Fiat,2019,38000.0,Düz,LPG & Benzin,Sedan,Beyaz,1368,95,Önden Çekiş,5.7,45,1693,4.0,190
630000.0,Volkswagen,2011,234000.0,Yarı Otomatik,Dizel,Sedan,Siyah,1598,105,Önden Çekiş,4.7,55,1650,4.0,176
850000.0,Opel,2017,114000.0,Düz,LPG & Benzin,Sedan,Siyah,1598,115,Önden Çekiş,6.5,56,1696,4.0,160
475000.0,Fiat,2014,170000.0,Düz,Dizel,Sedan,Beyaz,1248,95,Önden Çekiş,4.9,45,1548,4.0,183
625000.0,Renault,2018,145000.0,Düz,Dizel,Sedan,Beyaz,1461,90,Önden Çekiş,3.9,50,1544,4.0,167
580000.0,Fiat,2016,191000.0,Düz,Dizel,Sedan,Beyaz,1248,95,Önden Çekiş,4.1,45,1705,4.0,191
445000.0,Renault,2006,271000.0,Düz,Dizel,Sedan,Füme,1461,80,Önden Çekiş,4.6,60,1693,4.0,197
740000.0,Renault,2016,228000.0,Yarı Otomatik,Dizel,Sedan,Beyaz,1461,110,Önden Çekiş,3.8,49,1693,4.0,197
607500.0,Honda,2013,208000.0,Düz,Dizel,Hatchback/5,Beyaz,1597,120,Önden Çekiş,3.7,50,1730,4.0,187
475000.0,Peugeot,2006,226000.0,Düz,Dizel,Sedan,Gri (metalik),1560,112,Önden Çekiş,5.3,66,1460,4.0,170
385000.0,Ford,2007,193000.0,Düz,Dizel,Hatchback/5,Gri,1399,68,Önden Çekiş,4.3,45,1460,4.0,170
665000.0,Volkswagen,2015,163500.0,Düz,Dizel,Hatchback/5,Beyaz,1422,75,Önden Çekiş,3.6,45,1770,4.0,188
1950000.0,Mercedes - Benz,2016,70000.0,Otomatik,Benzin,Bilinmiyor,Diğer,1595,156,Arkadan İtiş,5.4,41,1655,4.0,174
709000.0,Opel,2014,174000.0,Düz,Dizel,Hatchback/5,Beyaz,1598,136,Önden Çekiş,3.9,56,1505,4.0,165
210000.0,Tofaş,1997,215000.0,Düz,LPG & Benzin,Sedan,Kırmızı,1581,96,Arkadan İtiş,6.6,45,1580,4.0,175
280000.0,Dacia,2005,213.0,Düz,LPG & Benzin,Sedan,Bej,1390,75,Önden Çekiş,6.8,50,1730,4.0,183
525000.0,Volkswagen,2014,186000.0,Düz,Dizel,Hatchback/5,Beyaz,1199,75,Önden Çekiş,3.8,45,1672,3.0,198
715000.0,Hyundai,2016,90000.0,Düz,Dizel,Hatchback/5,Beyaz,1396,90,Önden Çekiş,4.1,45,1780,4.0,180
883000.0,Renault,2018,71000.0,Düz,Benzin,Sedan,Beyaz,1598,115,Önden Çekiş,6.3,49,1885,4.0,175
665000.0,Volkswagen,2013,114000.0,Yarı Otomatik,Benzin,Hatchback/5,Siyah,1390,85,Önden Çekiş,5.8,45,1560,4.0,172
670000.0,Volkswagen,2010,156600.0,Düz,Benzin,Sedan,Gri (Gümüş),1390,122,Önden Çekiş,6.4,55,1693,4.0,197
560000.0,Volkswagen,2012,224000.0,Düz,Benzin,Hatchback/5,Siyah,1198,70,Önden Çekiş,5.5,45,1535,4.0,164
510000.0,Opel,2013,150000.0,Yarı Otomatik,LPG & Benzin,Hatchback/5,Gri (Gümüş),1229,80,Önden Çekiş,5.7,45,1748,3.0,178
899999.0,Seat,2017,196000.0,Yarı Otomatik,Dizel,Hatchback/5,Beyaz,1598,115,Önden Çekiş,4.1,50,1835,4.0,210
875000.0,Fiat,2022,6001.0,Düz,Dizel,Sedan,Beyaz,1248,95,Önden Çekiş,4.1,50,2160,4.0,210
329000.0,Peugeot,2006,239000.0,Otomatik,LPG & Benzin,Hatchback/5,Gri (Gümüş),1360,76,Önden Çekiş,6.9,50,1675,4.0,185
235000.0,Tofaş,1994,280000.0,Düz,LPG & Benzin,Sedan,Beyaz,1581,83,Arkadan İtiş,6.5,50,1535,4.0,164
645000.0,Nissan,2014,56000.0,Düz,Benzin,Hatchback/5,Kırmızı,1198,80,Önden Çekiş,5.0,41,1658,4.0,181
760000.0,Citroen,2014,158000.0,Yarı Otomatik,Dizel,MPV,Beyaz,1560,117,Önden Çekiş,4.0,55,1565,4.0,163
795000.0,Opel,2014,135000.0,Düz,Dizel,Hatchback/5,Siyah,1598,136,Önden Çekiş,3.9,56,2073,4.0,206
430000.0,Fiat,2012,248000.0,Düz,LPG & Benzin,Hatchback/5,Gri,1368,77,Önden Çekiş,5.9,45,1840,4.0,189
520000.0,Ford,2011,156500.0,Düz,Dizel,Hatchback/5,Gri (Gümüş),1398,70,Önden Çekiş,4.2,45,1888,4.0,194
